id,visit_date,visit_datetime,reserve_datetime,reserve_visitors,SEMANA,A�O,day_of_week,holiday_flg,genre_name,area_name
db80363d35f10926,14/01/2016,14/01/2016 21:00,12/01/2016 19:00,3,3,2016,Thursday,0,Dining bar,Hokkaidō Asahikawa-shi 6 Jōdōri
24b9b2a020826ede,15/01/2016,15/01/2016 17:00,13/01/2016 23:00,8,3,2016,Friday,0,Japanese food,Fukuoka-ken Kitakyūshū-shi Ōtemachi
24b9b2a020826ede,15/01/2016,15/01/2016 17:00,14/01/2016 13:00,2,3,2016,Friday,0,Japanese food,Fukuoka-ken Kitakyūshū-shi Ōtemachi
24b9b2a020826ede,15/01/2016,15/01/2016 17:00,08/01/2016 18:00,3,3,2016,Friday,0,Japanese food,Fukuoka-ken Kitakyūshū-shi Ōtemachi
24b9b2a020826ede,15/01/2016,15/01/2016 17:00,12/01/2016 12:00,2,3,2016,Friday,0,Japanese food,Fukuoka-ken Kitakyūshū-shi Ōtemachi
db80363d35f10926,15/01/2016,15/01/2016 18:00,07/01/2016 14:00,9,3,2016,Friday,0,Dining bar,Hokkaidō Asahikawa-shi 6 Jōdōri
db80363d35f10926,15/01/2016,15/01/2016 18:00,12/01/2016 23:00,2,3,2016,Friday,0,Dining bar,Hokkaidō Asahikawa-shi 6 Jōdōri
db80363d35f10926,15/01/2016,15/01/2016 19:00,14/01/2016 21:00,9,3,2016,Friday,0,Dining bar,Hokkaidō Asahikawa-shi 6 Jōdōri
db80363d35f10926,15/01/2016,15/01/2016 19:00,15/01/2016 01:00,4,3,2016,Friday,0,Dining bar,Hokkaidō Asahikawa-shi 6 Jōdōri
f068442ebb6c246c,15/01/2016,15/01/2016 19:00,14/01/2016 20:00,4,3,2016,Friday,0,Izakaya,Tōkyō-to Taitō-ku Higashiueno
3cad29d1a23209d2,15/01/2016,15/01/2016 21:00,06/01/2016 19:00,2,3,2016,Friday,0,Japanese food,Tōkyō-to Shibuya-ku Shibuya
632ba66e1f75aa28,15/01/2016,15/01/2016 21:00,15/01/2016 21:00,2,3,2016,Friday,0,Italian/French,Tōkyō-to Suginami-ku Asagayaminami
3cad29d1a23209d2,15/01/2016,15/01/2016 22:00,09/01/2016 14:00,4,3,2016,Friday,0,Japanese food,Tōkyō-to Shibuya-ku Shibuya
3cad29d1a23209d2,15/01/2016,15/01/2016 22:00,14/01/2016 11:00,5,3,2016,Friday,0,Japanese food,Tōkyō-to Shibuya-ku Shibuya
24b9b2a020826ede,16/01/2016,16/01/2016 16:00,06/01/2016 18:00,4,3,2016,Saturday,0,Japanese food,Fukuoka-ken Kitakyūshū-shi Ōtemachi
24b9b2a020826ede,16/01/2016,16/01/2016 16:00,07/01/2016 20:00,3,3,2016,Saturday,0,Japanese food,Fukuoka-ken Kitakyūshū-shi Ōtemachi
24b9b2a020826ede,16/01/2016,16/01/2016 16:00,06/01/2016 12:00,4,3,2016,Saturday,0,Japanese food,Fukuoka-ken Kitakyūshū-shi Ōtemachi
24b9b2a020826ede,16/01/2016,16/01/2016 16:00,10/01/2016 20:00,38,3,2016,Saturday,0,Japanese food,Fukuoka-ken Kitakyūshū-shi Ōtemachi
24b9b2a020826ede,16/01/2016,16/01/2016 16:00,06/01/2016 17:00,3,3,2016,Saturday,0,Japanese food,Fukuoka-ken Kitakyūshū-shi Ōtemachi
632ba66e1f75aa28,16/01/2016,16/01/2016 18:00,16/01/2016 16:00,2,3,2016,Saturday,0,Italian/French,Tōkyō-to Suginami-ku Asagayaminami
632ba66e1f75aa28,16/01/2016,16/01/2016 18:00,16/01/2016 17:00,4,3,2016,Saturday,0,Italian/French,Tōkyō-to Suginami-ku Asagayaminami
db80363d35f10926,16/01/2016,16/01/2016 18:00,06/01/2016 23:00,16,3,2016,Saturday,0,Dining bar,Hokkaidō Asahikawa-shi 6 Jōdōri
db80363d35f10926,16/01/2016,16/01/2016 19:00,12/01/2016 10:00,4,3,2016,Saturday,0,Dining bar,Hokkaidō Asahikawa-shi 6 Jōdōri
db80363d35f10926,16/01/2016,16/01/2016 19:00,16/01/2016 16:00,3,3,2016,Saturday,0,Dining bar,Hokkaidō Asahikawa-shi 6 Jōdōri
3cad29d1a23209d2,16/01/2016,16/01/2016 20:00,04/01/2016 16:00,3,3,2016,Saturday,0,Japanese food,Tōkyō-to Shibuya-ku Shibuya
3cad29d1a23209d2,16/01/2016,16/01/2016 20:00,16/01/2016 17:00,2,3,2016,Saturday,0,Japanese food,Tōkyō-to Shibuya-ku Shibuya
3cad29d1a23209d2,16/01/2016,16/01/2016 20:00,14/01/2016 21:00,2,3,2016,Saturday,0,Japanese food,Tōkyō-to Shibuya-ku Shibuya
632ba66e1f75aa28,16/01/2016,16/01/2016 21:00,16/01/2016 17:00,2,3,2016,Saturday,0,Italian/French,Tōkyō-to Suginami-ku Asagayaminami
24b9b2a020826ede,17/01/2016,17/01/2016 12:00,07/01/2016 22:00,6,4,2016,Sunday,0,Japanese food,Fukuoka-ken Kitakyūshū-shi Ōtemachi
632ba66e1f75aa28,17/01/2016,17/01/2016 16:00,17/01/2016 00:00,1,4,2016,Sunday,0,Italian/French,Tōkyō-to Suginami-ku Asagayaminami
632ba66e1f75aa28,17/01/2016,17/01/2016 16:00,17/01/2016 00:00,1,4,2016,Sunday,0,Italian/French,Tōkyō-to Suginami-ku Asagayaminami
632ba66e1f75aa28,17/01/2016,17/01/2016 16:00,17/01/2016 00:00,2,4,2016,Sunday,0,Italian/French,Tōkyō-to Suginami-ku Asagayaminami
632ba66e1f75aa28,17/01/2016,17/01/2016 16:00,17/01/2016 00:00,2,4,2016,Sunday,0,Italian/French,Tōkyō-to Suginami-ku Asagayaminami
632ba66e1f75aa28,17/01/2016,17/01/2016 16:00,17/01/2016 00:00,1,4,2016,Sunday,0,Italian/French,Tōkyō-to Suginami-ku Asagayaminami
632ba66e1f75aa28,17/01/2016,17/01/2016 16:00,17/01/2016 00:00,3,4,2016,Sunday,0,Italian/French,Tōkyō-to Suginami-ku Asagayaminami
632ba66e1f75aa28,17/01/2016,17/01/2016 16:00,17/01/2016 00:00,2,4,2016,Sunday,0,Italian/French,Tōkyō-to Suginami-ku Asagayaminami
632ba66e1f75aa28,17/01/2016,17/01/2016 16:00,17/01/2016 00:00,2,4,2016,Sunday,0,Italian/French,Tōkyō-to Suginami-ku Asagayaminami
632ba66e1f75aa28,17/01/2016,17/01/2016 16:00,17/01/2016 00:00,2,4,2016,Sunday,0,Italian/French,Tōkyō-to Suginami-ku Asagayaminami
632ba66e1f75aa28,17/01/2016,17/01/2016 16:00,17/01/2016 00:00,2,4,2016,Sunday,0,Italian/French,Tōkyō-to Suginami-ku Asagayaminami
632ba66e1f75aa28,17/01/2016,17/01/2016 16:00,17/01/2016 00:00,2,4,2016,Sunday,0,Italian/French,Tōkyō-to Suginami-ku Asagayaminami
632ba66e1f75aa28,17/01/2016,17/01/2016 16:00,17/01/2016 00:00,2,4,2016,Sunday,0,Italian/French,Tōkyō-to Suginami-ku Asagayaminami
632ba66e1f75aa28,17/01/2016,17/01/2016 16:00,17/01/2016 00:00,1,4,2016,Sunday,0,Italian/French,Tōkyō-to Suginami-ku Asagayaminami
632ba66e1f75aa28,17/01/2016,17/01/2016 16:00,17/01/2016 00:00,1,4,2016,Sunday,0,Italian/French,Tōkyō-to Suginami-ku Asagayaminami
632ba66e1f75aa28,17/01/2016,17/01/2016 16:00,17/01/2016 00:00,2,4,2016,Sunday,0,Italian/French,Tōkyō-to Suginami-ku Asagayaminami
632ba66e1f75aa28,17/01/2016,17/01/2016 16:00,17/01/2016 00:00,2,4,2016,Sunday,0,Italian/French,Tōkyō-to Suginami-ku Asagayaminami
632ba66e1f75aa28,17/01/2016,17/01/2016 16:00,17/01/2016 00:00,2,4,2016,Sunday,0,Italian/French,Tōkyō-to Suginami-ku Asagayaminami
3cad29d1a23209d2,17/01/2016,17/01/2016 18:00,13/01/2016 15:00,1,4,2016,Sunday,0,Japanese food,Tōkyō-to Shibuya-ku Shibuya
3cad29d1a23209d2,17/01/2016,17/01/2016 21:00,15/01/2016 14:00,2,4,2016,Sunday,0,Japanese food,Tōkyō-to Shibuya-ku Shibuya
3cad29d1a23209d2,17/01/2016,17/01/2016 21:00,16/01/2016 21:00,2,4,2016,Sunday,0,Japanese food,Tōkyō-to Shibuya-ku Shibuya
24b9b2a020826ede,18/01/2016,18/01/2016 17:00,15/01/2016 11:00,7,4,2016,Monday,0,Japanese food,Fukuoka-ken Kitakyūshū-shi Ōtemachi
24b9b2a020826ede,18/01/2016,18/01/2016 17:00,07/01/2016 17:00,14,4,2016,Monday,0,Japanese food,Fukuoka-ken Kitakyūshū-shi Ōtemachi
3cad29d1a23209d2,18/01/2016,18/01/2016 21:00,13/01/2016 15:00,2,4,2016,Monday,0,Japanese food,Tōkyō-to Shibuya-ku Shibuya
f068442ebb6c246c,18/01/2016,18/01/2016 21:00,18/01/2016 19:00,2,4,2016,Monday,0,Izakaya,Tōkyō-to Taitō-ku Higashiueno
3cad29d1a23209d2,18/01/2016,18/01/2016 22:00,13/01/2016 15:00,5,4,2016,Monday,0,Japanese food,Tōkyō-to Shibuya-ku Shibuya
db80363d35f10926,18/01/2016,18/01/2016 22:00,13/01/2016 11:00,2,4,2016,Monday,0,Dining bar,Hokkaidō Asahikawa-shi 6 Jōdōri
24b9b2a020826ede,19/01/2016,19/01/2016 17:00,19/01/2016 15:00,4,4,2016,Tuesday,0,Japanese food,Fukuoka-ken Kitakyūshū-shi Ōtemachi
24b9b2a020826ede,19/01/2016,19/01/2016 17:00,16/01/2016 15:00,2,4,2016,Tuesday,0,Japanese food,Fukuoka-ken Kitakyūshū-shi Ōtemachi
24b9b2a020826ede,19/01/2016,19/01/2016 17:00,16/01/2016 17:00,22,4,2016,Tuesday,0,Japanese food,Fukuoka-ken Kitakyūshū-shi Ōtemachi
db80363d35f10926,19/01/2016,19/01/2016 18:00,14/01/2016 19:00,26,4,2016,Tuesday,0,Dining bar,Hokkaidō Asahikawa-shi 6 Jōdōri
3cad29d1a23209d2,19/01/2016,19/01/2016 19:00,19/01/2016 14:00,2,4,2016,Tuesday,0,Japanese food,Tōkyō-to Shibuya-ku Shibuya
3cad29d1a23209d2,19/01/2016,19/01/2016 21:00,17/01/2016 11:00,3,4,2016,Tuesday,0,Japanese food,Tōkyō-to Shibuya-ku Shibuya
24b9b2a020826ede,20/01/2016,20/01/2016 17:00,07/01/2016 21:00,5,4,2016,Wednesday,0,Japanese food,Fukuoka-ken Kitakyūshū-shi Ōtemachi
24b9b2a020826ede,20/01/2016,20/01/2016 17:00,06/01/2016 19:00,11,4,2016,Wednesday,0,Japanese food,Fukuoka-ken Kitakyūshū-shi Ōtemachi
632ba66e1f75aa28,20/01/2016,20/01/2016 19:00,20/01/2016 19:00,2,4,2016,Wednesday,0,Italian/French,Tōkyō-to Suginami-ku Asagayaminami
632ba66e1f75aa28,20/01/2016,20/01/2016 19:00,20/01/2016 19:00,2,4,2016,Wednesday,0,Italian/French,Tōkyō-to Suginami-ku Asagayaminami
3cad29d1a23209d2,20/01/2016,20/01/2016 22:00,04/01/2016 15:00,4,4,2016,Wednesday,0,Japanese food,Tōkyō-to Shibuya-ku Shibuya
3cad29d1a23209d2,20/01/2016,20/01/2016 22:00,08/01/2016 11:00,9,4,2016,Wednesday,0,Japanese food,Tōkyō-to Shibuya-ku Shibuya
3cad29d1a23209d2,20/01/2016,20/01/2016 22:00,15/01/2016 13:00,2,4,2016,Wednesday,0,Japanese food,Tōkyō-to Shibuya-ku Shibuya
24b9b2a020826ede,21/01/2016,21/01/2016 16:00,18/01/2016 21:00,6,4,2016,Thursday,0,Japanese food,Fukuoka-ken Kitakyūshū-shi Ōtemachi
db80363d35f10926,21/01/2016,21/01/2016 21:00,21/01/2016 18:00,2,4,2016,Thursday,0,Dining bar,Hokkaidō Asahikawa-shi 6 Jōdōri
3cad29d1a23209d2,21/01/2016,21/01/2016 22:00,18/01/2016 22:00,3,4,2016,Thursday,0,Japanese food,Tōkyō-to Shibuya-ku Shibuya
24b9b2a020826ede,22/01/2016,22/01/2016 16:00,21/01/2016 21:00,6,4,2016,Friday,0,Japanese food,Fukuoka-ken Kitakyūshū-shi Ōtemachi
24b9b2a020826ede,22/01/2016,22/01/2016 16:00,16/01/2016 16:00,7,4,2016,Friday,0,Japanese food,Fukuoka-ken Kitakyūshū-shi Ōtemachi
24b9b2a020826ede,22/01/2016,22/01/2016 16:00,07/01/2016 20:00,4,4,2016,Friday,0,Japanese food,Fukuoka-ken Kitakyūshū-shi Ōtemachi
24b9b2a020826ede,22/01/2016,22/01/2016 16:00,20/01/2016 18:00,2,4,2016,Friday,0,Japanese food,Fukuoka-ken Kitakyūshū-shi Ōtemachi
24b9b2a020826ede,22/01/2016,22/01/2016 16:00,15/01/2016 19:00,2,4,2016,Friday,0,Japanese food,Fukuoka-ken Kitakyūshū-shi Ōtemachi
db80363d35f10926,22/01/2016,22/01/2016 18:00,19/01/2016 18:00,18,4,2016,Friday,0,Dining bar,Hokkaidō Asahikawa-shi 6 Jōdōri
db80363d35f10926,22/01/2016,22/01/2016 18:00,14/01/2016 20:00,3,4,2016,Friday,0,Dining bar,Hokkaidō Asahikawa-shi 6 Jōdōri
db80363d35f10926,22/01/2016,22/01/2016 18:00,04/01/2016 20:00,12,4,2016,Friday,0,Dining bar,Hokkaidō Asahikawa-shi 6 Jōdōri
632ba66e1f75aa28,22/01/2016,22/01/2016 19:00,21/01/2016 20:00,2,4,2016,Friday,0,Italian/French,Tōkyō-to Suginami-ku Asagayaminami
3cad29d1a23209d2,22/01/2016,22/01/2016 20:00,10/01/2016 21:00,2,4,2016,Friday,0,Japanese food,Tōkyō-to Shibuya-ku Shibuya
3cad29d1a23209d2,22/01/2016,22/01/2016 20:00,08/01/2016 20:00,2,4,2016,Friday,0,Japanese food,Tōkyō-to Shibuya-ku Shibuya
3cad29d1a23209d2,22/01/2016,22/01/2016 20:00,15/01/2016 19:00,2,4,2016,Friday,0,Japanese food,Tōkyō-to Shibuya-ku Shibuya
632ba66e1f75aa28,22/01/2016,22/01/2016 20:00,21/01/2016 16:00,2,4,2016,Friday,0,Italian/French,Tōkyō-to Suginami-ku Asagayaminami
db80363d35f10926,22/01/2016,22/01/2016 21:00,20/01/2016 12:00,2,4,2016,Friday,0,Dining bar,Hokkaidō Asahikawa-shi 6 Jōdōri
db80363d35f10926,23/01/2016,23/01/2016 01:00,18/01/2016 18:00,4,4,2016,Saturday,0,Dining bar,Hokkaidō Asahikawa-shi 6 Jōdōri
db80363d35f10926,23/01/2016,23/01/2016 01:00,19/01/2016 20:00,7,4,2016,Saturday,0,Dining bar,Hokkaidō Asahikawa-shi 6 Jōdōri
24b9b2a020826ede,23/01/2016,23/01/2016 16:00,09/01/2016 17:00,3,4,2016,Saturday,0,Japanese food,Fukuoka-ken Kitakyūshū-shi Ōtemachi
24b9b2a020826ede,23/01/2016,23/01/2016 16:00,12/01/2016 17:00,2,4,2016,Saturday,0,Japanese food,Fukuoka-ken Kitakyūshū-shi Ōtemachi
24b9b2a020826ede,23/01/2016,23/01/2016 16:00,19/01/2016 17:00,5,4,2016,Saturday,0,Japanese food,Fukuoka-ken Kitakyūshū-shi Ōtemachi
24b9b2a020826ede,23/01/2016,23/01/2016 16:00,07/01/2016 19:00,15,4,2016,Saturday,0,Japanese food,Fukuoka-ken Kitakyūshū-shi Ōtemachi
24b9b2a020826ede,23/01/2016,23/01/2016 16:00,20/01/2016 13:00,6,4,2016,Saturday,0,Japanese food,Fukuoka-ken Kitakyūshū-shi Ōtemachi
24b9b2a020826ede,23/01/2016,23/01/2016 16:00,22/01/2016 16:00,2,4,2016,Saturday,0,Japanese food,Fukuoka-ken Kitakyūshū-shi Ōtemachi
24b9b2a020826ede,23/01/2016,23/01/2016 16:00,04/01/2016 20:00,6,4,2016,Saturday,0,Japanese food,Fukuoka-ken Kitakyūshū-shi Ōtemachi
db80363d35f10926,23/01/2016,23/01/2016 19:00,20/01/2016 21:00,2,4,2016,Saturday,0,Dining bar,Hokkaidō Asahikawa-shi 6 Jōdōri
3cad29d1a23209d2,23/01/2016,23/01/2016 21:00,11/01/2016 19:00,4,4,2016,Saturday,0,Japanese food,Tōkyō-to Shibuya-ku Shibuya
3cad29d1a23209d2,23/01/2016,23/01/2016 22:00,09/01/2016 21:00,3,4,2016,Saturday,0,Japanese food,Tōkyō-to Shibuya-ku Shibuya
632ba66e1f75aa28,24/01/2016,24/01/2016 01:00,23/01/2016 23:00,4,5,2016,Sunday,0,Italian/French,Tōkyō-to Suginami-ku Asagayaminami
24b9b2a020826ede,25/01/2016,25/01/2016 18:00,19/01/2016 21:00,4,5,2016,Monday,0,Japanese food,Fukuoka-ken Kitakyūshū-shi Ōtemachi
3cad29d1a23209d2,25/01/2016,25/01/2016 19:00,23/01/2016 15:00,2,5,2016,Monday,0,Japanese food,Tōkyō-to Shibuya-ku Shibuya
3cad29d1a23209d2,25/01/2016,25/01/2016 20:00,11/01/2016 13:00,2,5,2016,Monday,0,Japanese food,Tōkyō-to Shibuya-ku Shibuya
3cad29d1a23209d2,25/01/2016,25/01/2016 20:00,14/01/2016 16:00,2,5,2016,Monday,0,Japanese food,Tōkyō-to Shibuya-ku Shibuya
db80363d35f10926,25/01/2016,25/01/2016 22:00,08/01/2016 23:00,17,5,2016,Monday,0,Dining bar,Hokkaidō Asahikawa-shi 6 Jōdōri
db80363d35f10926,25/01/2016,25/01/2016 22:00,25/01/2016 00:00,2,5,2016,Monday,0,Dining bar,Hokkaidō Asahikawa-shi 6 Jōdōri
24b9b2a020826ede,26/01/2016,26/01/2016 17:00,21/01/2016 18:00,8,5,2016,Tuesday,0,Japanese food,Fukuoka-ken Kitakyūshū-shi Ōtemachi
24b9b2a020826ede,26/01/2016,26/01/2016 17:00,10/01/2016 18:00,15,5,2016,Tuesday,0,Japanese food,Fukuoka-ken Kitakyūshū-shi Ōtemachi
